Position,Control_MNP_III_S56_L002,Control_MNP_II_S55_L002,Control_MNP_I_S54_L002,Only_MNP_C1_S57_L002,Only_MNP_C2_S58_L002,Only_MNP_C3_S59_L002,Only_MNP_C4_S60_L002,Plasmid_Ko_P1_S61_L002,Plasmid_Ko_P2_S62_L002,Plasmid_Ko_P3_S63_L002,Plasmid_Ko_P4_S64_L002,RNP_Cas1_S65_L002,RNP_Cas2_S66_L002,RNP_Cas3_S67_L002,RNP_Cas4_S68_L002
15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506,15922506
15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507,15922507
15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508,15922508
15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509,15922509
15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510,15922510
15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511,15922511
15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512,15922512
15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513,15922513
15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514,15922514
15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515,15922515
15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516,15922516
15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517,15922517
15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518,15922518
15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519,15922519
15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520,15922520
15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521,15922521
15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522,15922522
15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523,15922523
15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524,15922524
15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525,15922525
15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526,15922526
15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527,15922527
15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528,15922528
15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529,15922529
15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530,15922530
15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531,15922531
15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532,15922532
15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533,15922533
15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534,15922534
15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535,15922535
15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536,15922536
15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537,15922537
15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538,15922538
15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539,15922539
15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540,15922540
15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541,15922541
15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542,15922542
15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543,15922543
15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544,15922544
15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545,15922545
15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546,15922546
15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547,15922547
15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548,15922548
15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549,15922549
15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550,15922550
15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551,15922551
15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552,15922552
15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553,15922553
15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554,15922554
15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555,15922555
15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556,15922556
15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557,15922557
15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558,15922558
15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559,15922559
15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560,15922560
15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561,15922561
15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562,15922562
15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563,15922563
15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564,15922564
15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565,15922565
15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566,15922566
15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567,15922567
15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568,15922568
15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569,15922569
15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570,15922570
15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571,15922571
15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572,15922572
15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573,15922573
15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574,15922574
15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575,15922575
15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576,15922576
15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577,15922577
15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578,15922578
15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579,15922579
15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580,15922580
15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581,15922581
15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582,15922582
15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583,15922583
15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584,15922584
15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585,15922585
15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586,15922586
15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587,15922587
15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588,15922588
15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589,15922589
15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590,15922590
15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591,15922591
15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592,15922592
15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593,15922593
15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594,15922594
15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595,15922595
15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596,15922596
15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597,15922597
15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598,15922598
15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599,15922599
15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600,15922600
15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601,15922601
15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602,15922602
15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603,15922603
15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604,15922604
15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605,15922605
15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606,15922606
15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607,15922607
15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608,15922608
15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609,15922609
15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610,15922610
15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611,15922611
15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612,15922612
15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613,15922613
15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614,15922614
15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615,15922615
15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616,15922616
15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617,15922617
15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618,15922618
15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619,15922619
15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620,15922620
15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621,15922621
15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622,15922622
15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623,15922623
15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624,15922624
15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625,15922625
15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626,15922626
15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627,15922627
15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628,15922628
15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629,15922629
15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630,15922630
15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631,15922631
15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632,15922632
15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633,15922633
15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634,15922634
15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635,15922635
15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636,15922636
15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637,15922637
15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638,15922638
15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639,15922639
15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640,15922640
15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641,15922641
15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642,15922642
15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643,15922643
15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644,15922644
15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645,15922645
15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646,15922646
15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647,15922647
15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648,15922648
15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649,15922649
15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650,15922650
15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651,15922651
15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652,15922652
15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653,15922653
15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654,15922654
15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655,15922655
15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656,15922656
15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657,15922657
15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658,15922658
